kriol,english
wal detlot haibala serramonimen en lowamen en boswan olmen bin ol mokimbat jisas lagijat du.,"Likewise the chief priests also mocking with the scribes, the Pharisees, and the elders, said,"
"wal im garra meigim yumob abum mowa pawa brom najalot pipul weya imbin meigim. olabat garra preisimbat en rispek langa yumob. yumob garra jidan ronwan pipul na blanga yawei, jis laik imbin pramis."" lagijat na mosis bin tok.","He will make you high above all nations that he has made, in praise, in name, and in honor, and that you may be a holy people to Yahweh your God, as he has spoken."
"wal deibin kaundimap ol detlot men brom wan manth ol en oba, en det namba bin 6,200.","Those who were counted of them, according to the number of all the males from a month old and upward, were six thousand two hundred."
"en if yu binijimap olabat, wal ol detlot ijip pipul garra tok yubin deigidawei olabat dumaji yubin wandi binijimap olabat iya langa dijan hil kantri. yu kaan gitwail langa olabat en binijimap olabat.","Why should the Egyptians talk, saying, 'He brought them out for evil, to kill them in the mountains, and to consume them from the surface of the earth'? Turn from your fierce wrath, and turn away from this evil against your people."
"det serramonimen garra luk im igin. if im luk det sowa bin go oloba langa im bodi, wal im garra dalim im, 'yu klinbala blanga serramoni'. if ol im skin bin go waitwan wal im klinbala blanga serramoni.","then the priest shall examine him. Behold, if the leprosy has covered all his flesh, he shall pronounce him clean of the plague. It has all turned white: he is clean."
"afta na jonathan bin dalim deibid, ""tumorro wi garra abum det padi blanga det serramoni, en if yu nomo deya, wal main dedi garra luk yu nomo deya garram melabat,","Then Jonathan said to him, ""Tomorrow is the new moon, and you will be missed, because your seat will be empty."
"bambai na ola filastain pipul bin majurrumap miselp blanga fait langa ola isreil pipul, en ola isreil pipul bin majurrumap miselp blanga go en fait langa olabat. detlot isreil pipul bin meigim kemp langa wan pleis gulum ebanisa, en detlot filastain pipul bin kemp langa det taun gulum afek.","The word of Samuel came to all Israel. Now Israel went out against the Philistines to battle, and encamped beside Ebenezer; and the Philistines encamped in Aphek."
wal yawei nomo laigim detlot pipul hu oldei dumbat ol detlot nogudbala ting. blanga tharran na im garra andimwei ol detlot nogudbala pipul brom det kantri blanga larram yumob jidan deya.,"For whoever does these things is an abomination to Yahweh. Because of these abominations, Yahweh your God drives them out from before you."
"en langa detlot pipul hu garra win en kipgon dumbat wanim ai wandim olawei, wal ai garra meigim olabat jidan bos langa ebri kantri.","He who overcomes, and he who keeps my works to the end, to him I will give authority over the nations."
"wal detlot kantrimen main olabat na detlot isreil pipul. god bin pikimat olabat basdam blanga meigim olabat jidan biginini blanga im, en imbin shoum det shainiwan lait blanga im langa olabat, en imbin meigim det pramis garram olabat, en imbin gibit olabat det lowa, en imbin shoum olabat hau blanga weship langa im trubalawei, en imbin gibit olabat ol detlot pramis na,","who are Israelites; whose is the adoption, the glory, the covenants, the giving of the law, the service, and the promises;"
"wal ebriyiya det lilboi mami bin oldei meigim lilwan kout blanga im, en wen imbin oldei go garram im hasbin blanga abum det sekrifais serramoni, imbin oldei deigim det kout langa det lilboi.","Moreover his mother made him a little robe, and brought it to him from year to year when she came up with her husband to offer the yearly sacrifice."
"yubin bringimap detlot enami langa mi blanga abum krulwan padi det dei. nomo enibodi bin sabi wujeiwujei olabat garra go det dei na wen yubin panishim en binijimap melabat. detlot enami bin kilimbat main bigininimob weya aibin growimap en laigim olabat detmatj."" lagijat na jerusalem bin tok.","""You have called, as in the day of a solemn assembly, my terrors on every side. There was no one that escaped or remained in the day of Yahweh's anger. My enemy has consumed those whom I have cared for and brought up."
"wal blanga tharran na wen ai sabi wanim garra hepin langa mi, ai garra jandim timathi langa yumob,","Therefore I hope to send him at once, as soon as I see how it will go with me."
"wal det king eihesaiya blanga isreil bin go langa king jehosafet, en imbin tok blanga gibit king jehosafet sambala men blanga go garram im wekinmen olabat langa bout. bat king jehosafet nomo bin agri garram eihesaiya.","Then Ahaziah the son of Ahab said to Jehoshaphat, ""Let my servants go with your servants in the ships."" But Jehoshaphat would not."
"afta na, wen yubin meigim detlot libai pipul fri brom det panishmen blanga olabat nogudbalawei, wal olabat redi blanga wek na langa det seikridwan tent.","""After that, the Levites shall go in to do the service of the Tent of Meeting. You shall cleanse them, and offer them as a wave offering."
merarai bin abum dubala san neim malai en mushai. ol detlot femili bin kamat brom det wan men neim libai.,The sons of Merari: Mahli and Mushi. These are the families of the Levites according to their generations.
"wal timathi, ai garra gibit yu woning na, dumaji god en jisas krais dubala iya. en ai garra gibit yu dijan woning, dumaji wen jisas krais garra kambek blanga jidan king, im garra jadjim ola laibala pipul en ola dedbala pipul. wal iya na det woning weya ai garra gibit yu.","I command you therefore before God and the Lord Jesus Christ, who will judge the living and the dead at his appearing and his Kingdom:"
"keidish, jokniyam deya langa det hil gulum kamul,","the king of Kedesh, one; the king of Jokneam in Carmel, one;"
dei nomo dalimbat laiya blanga najalot pipul. dei nomo dum nogudwan ting langa pipul. dei nomo tok nogudwan stori blanga olabat.,"he who doesn't slander with his tongue, nor does evil to his friend, nor casts slurs against his fellow man;"
"ebri naitaim ai wandim yu brabliwei. wen yu jadjim ola pipul iya langa dijan wel, olabat garra sabi yu lowa en olabat garra jidan gudbalawei.","With my soul I have desired you in the night. Yes, with my spirit within me I will seek you earnestly; for when your judgments are in the earth, the inhabitants of the world learn righteousness."
"bat dumaji main wekinmen keilab garram difrinwan main en im oldei duwit langa mi, ai garra bringimap im langa det kantri weya imbin luk basdam, en im bigininimob garra jidan langa det kantri, weya detlot amalekait traib en detlot keinanait traib jidan. tumorro na yu tenaran en gobek langa det deset kantri langa det solwoda gulum redsi."" lagijat na yawei bin tok.","But my servant Caleb, because he had another spirit with him, and has followed me fully, him I will bring into the land into which he went. His offspring shall possess it."
"wal yumob irrim mi na. yumob garra oldei wotjimbat miselp, en yumob garra kipgon bilib strongbalawei, en yumob kaan bradin langa enijing, en yumob kaan larram enijing bidim yumob.",Watch! Stand firm in the faith! Be courageous! Be strong!
"yu si? detlot pipul hubin irrim det wed basdam nomo bin go langa det gudbala kantri en jidan gudbalawei garram god, dumaji dei nomo bin bilib langa im brabliwei. oni detlot pipul hu bilib brabliwei garra go langa det gudbala kantri en jidan deya gudbalawei garram god.","Seeing therefore it remains that some should enter into it, and they to whom the good news was preached before failed to enter in because of disobedience,"
"wal ola men brom det thribala klen bin dalim joshuwa, ""ebrijing yu dalim melabat, melabat garra duwit langa yu, en nomeda weya yu jandim melabat, bat stil melabat garra go.","They answered Joshua, saying, ""All that you have commanded us we will do, and wherever you send us we will go."
"en langa berotha, en sibreiyim, det dubala taun weya jidan langa det boda langa midul langa det dubala kantri gulum dameskas en heimath. det boda garra binij langa det taun gulum heisohetikan en det boda langa det kantri gulum hauran.","Hamath, Berothah, Sibraim (which is between the border of Damascus and the border of Hamath), to Hazer Hatticon, which is by the border of Hauran."
"dumaji im nomo bin abum san, wotfo melabat fatha neim nomo deya langa ola isreil pipul? yu gibit melabat kantri thru langa melabat fatha brajamob."" lagijat na deibin tok.","Why should the name of our father be taken away from among his family, because he had no son? Give to us a possession among the brothers of our father."""
"wal detlot tenbala gel bin gidap, en deibin laidim olabat lemp,","Then all those virgins arose, and trimmed their lamps."
"bat yawei bin tok adbalawei langa mosis en eran, ""dumaji yunbala nomo bin trastimbat langa mi holbit wen aibin wandi shoum main seikridwan pawa langa detlot isreil pipul, yu kaan lidim olabat langa det kantri weya aibin pramis blanga gibit langa olabat."" lagijat na yawei bin tok.","Yahweh said to Moses and Aaron, ""Because you didn't believe in me, to sanctify me in the eyes of the children of Israel, therefore you shall not bring this assembly into the land which I have given them."""
"yu nomo bin peiyimbek yu pipul olabat blanga olabat nogudbalawei, en yubin meigim olabat fri.",You have forgiven the iniquity of your people. You have covered all their sin. Selah.
"wal yumob lafta werrimon sekbeigwan klos, en kraikraibat, dumaji mi stil wail langa yumob.","For this, clothe yourself with sackcloth, lament and wail; for the fierce anger of Yahweh hasn't turned back from us."
afta na deibin pikimat sambala men en det king bin jandim olabat garram dubala bagi blanga faindat wanim bin hepin langa detlot siriya ami.,"Therefore they took two chariots with horses; and the king sent them out to the Syrian army, saying, ""Go and see."""
"wal ailibala neksdei na deibid en im solja olabat bin fait langa detlot amalekait pipul raidap sangodan, en deibin kilim olabat ded. oni 400 yangmen bin gidawei brom olabat garram olabat kemul.","David struck them from the twilight even to the evening of the next day. Not a man of them escaped from there, except four hundred young men who rode on camels and fled."
"""wen detlot laiyan jidan hanggriwan yu go en album olabat hanting blanga olabat daga?","""Can you hunt the prey for the lioness, or satisfy the appetite of the young lions,"
"wal yawei bin tok, ""hubin meigim det mawus blanga yu? hu garram det pawa blanga meigim enibodi kaan irrim en tok? en hu garram det pawa blanga meigim enibodi luk gudwei en kaan luk gudwei? mi na, indit?","Yahweh said to him, ""Who made man's mouth? Or who makes one mute, or deaf, or seeing, or blind? Isn't it I, Yahweh?"
ai sabi yu wandim mi blanga jidan brabli trubalawei insaid langa main spirit. yu titjim mi brabliwei wanim yu wandim mi blanga sabi en dum.,"Behold, you desire truth in the inward parts. You teach me wisdom in the inmost place."
"wal dislot pipul bin jidan femili lain blanga eran. wal eran bin abum fobala san neim neideb, abaihu, eliyeisa, en ithama.","These were the divisions of the sons of Aaron. The sons of Aaron: Nadab, Abihu, Eleazar, and Ithamar."
"bat yawei bin tok langa im, 'yubin rait wen yubin wandim bildimap serramoni pleis blanga mi,","But Yahweh said to David my father, 'Whereas it was in your heart to build a house for my name, you did well that it was in your heart;"
"""longtaim aibin dalim main pipul, yumob grengrenfatha olabat, tharran, bat dei nomo bin teiknodis. deibin jadimap olabat irriwol langa mi en deibin gibit mi bekboun,","But they refused to listen, and turned their backs, and stopped their ears, that they might not hear."
"wal yumob jinggabat na. wen yumob go en baiyim bif brom eniweya, yumob kaan askim det boswan if det bif bin kaman brom serramoni pleis. yumob garra jis baiyim det bif eniwei, dumaji det filing blanga yumob jidan fri, en yumob gin dagat det bif, dumaji yumob nomo dum rongwan ting wen yumob dagat det bif.","Whatever is sold in the butcher shop, eat, asking no question for the sake of conscience,"
"wal yu kaan bradin blanga yusum det pawa, dumaji det holi spirit weya god bin gibit langa wi kaan meigim wi bradin. det holi spirit im meigim wi strongbala, en im meigim wi laigim pipul brabliwei, en im meigim wi lukaftumbat miselp en jinggabat det trubalawei weya wi bulurrum.","For God didn't give us a spirit of fear, but of power, love, and self-control."
imbin seibum mi brom ol detlot enami blanga main. imbin seibum mi brom ol detlot strongbala pipul hu nomo bin laigim mi.,"He delivered me from my strong enemy, from those who hated me; for they were too mighty for me."
bat langa det namba 7 yiya jehoiyada det serramonimen bin dalim ola boswan solja blanga ola men hubin maindimbat det kwin en detlot hubin maindimbat det bigwan haus blanga det kwin blanga kaman langa det serramoni pleis blanga yawei det trubala god. en imbin meigim olabat agri blanga dum wanim imbin plenim. en imbin shoum olabat jowesh det san blanga king eihesaiya.,"In the seventh year Jehoiada sent and fetched the captains over hundreds of the Carites and of the guard, and brought them to him into Yahweh's house; and he made a covenant with them, and made a covenant with them in Yahweh's house, and showed them the king's son."
"ebribodi oldei andimwei olabat brom olabat kemp, jis laik dei stilinbala pipul.","They are driven out from among men. They cry after them as after a thief,"
"""bat yawei, yu na det boswan blanga ebrijing. yu na garra jidan boswan olagijawan.","You, Yahweh, remain forever. Your throne is from generation to generation."
wal yawei det trubala god bin dalim mosis.,"Yahweh spoke to Moses, saying,"
"wal aibin kipgon tok, ""kaman ol yumob pipul langa dijan wel. kaman ola enimul en ebrijing weya jidan langa dijan wel. kaman en irrim.","Come near, you nations, to hear! Listen, you peoples. Let the earth and all it contains hear, the world, and everything that comes from it."
"wal aibin tok, ""bambai im garra brabli nogud blanga yumob nogudbala pipul deya langa jerusalem, dumaji yumob bin gibit ola po pipul adtaim, en yumob bin gibit bekboun langa god.","Woe to her who is rebellious and polluted, the oppressing city!"
"tudei na imbin kilim bigmob boiwan buligi, ship en loda fetwan gabigabi. imbin askim ola san blanga yu, en joweb det boswan solja, en abaiyatha det serramonimen blanga kaman, en dei ol dagadagatbat loda daga en jinginatbat, 'melabat wandim yu blanga jidan king longtaim.'","For he has gone down today, and has slain cattle, fatlings, and sheep in abundance, and has called all the king's sons, the captains of the army, and Abiathar the priest. Behold, they are eating and drinking before him, and saying, 'Long live King Adonijah!'"
"ai garra gibit dijan taun langa king nebakanesa brom bebalon, en im amimob. olabat garra teikoba det taun,","Therefore Yahweh says: Behold, I will give this city into the hand of the Chaldeans, and into the hand of Nebuchadnezzar king of Babylon, and he will take it."
"wal det olgamen bin tok, ""trubala tharran yu tok. en ai sabi yu kantrimen gulum melabat dog. bat ola dog oldei dagat detlot daga weya detlot biginini meigim buldan langa graun. en nomeda mi nomo kantrimen blanga yu, bat stil ai wandim yu garra album mi.""","But she answered him, ""Yes, Lord. Yet even the dogs under the table eat the children's crumbs."""
"if im washimbat det ting en det mak im gowei brom deya, wal im garra washim igin en tharran im klinbala blanga serramoni.","The garment, either the warp, or the woof, or whatever thing of skin it is, which you shall wash, if the plague has departed from them, then it shall be washed the second time, and it will be clean."""
"brom deya det men bin dalim mi blanga raidimdan dijan wed langa det einjul blanga det tjetj langa det taun gulum thaiyataira. det men na det san blanga god, en imbin abum dubala ai jis laiga faiya en dubala fut jis laiga shainiwan aiyan. en dijan na det wed brom im.","""To the angel of the assembly in Thyatira write: ""The Son of God, who has his eyes like a flame of fire, and his feet are like burnished brass, says these things:"
"yawei det boswan god im tok langa yumob isreil pipul, ""yumob gin go langa det pleis gulum bethel blanga weship, bat wen yumob dum lagijat, yumob kaan meigim miselp gudbala dumaji yumob kipgon dumbat nogudbala ting. en nomeda yumob go langa det najawan pleis gulum gilgel blanga weship, bat stil yumob oldei dumbat nogudbala ting. ailibala ebridei yumob gin bringimap buligi o ship blanga barnim en gibit sekrifais ofring, en ebri 3 dei yumob gin bringimap wanbala ting blanga ebri tenbala enijing blanga yumob.","""Go to Bethel, and sin; to Gilgal, and sin more. Bring your sacrifices every morning, your tithes every three days,"
"en deya na ola haibala serramonimen en juwish lida bin dalim im wanim pol bin dumbat,","Then the high priest and the principal men of the Jews informed him against Paul, and they begged him,"
"yu irrim wanim yawei garra tok na. wal dumaji yu bin dalim mi nomo blanga spredimatbat im wed strongbalawei langa ola isreil pipul,","Now therefore listen to Yahweh's word: 'You say, Don't prophesy against Israel, and don't preach against the house of Isaac.'"
en dubala bin luk im. bat dubala nomo bin sabi hu im.,But their eyes were kept from recognizing him.
"en wen detlot serramonimen garra kaman gulijap langa mi, olabat garra meigim miselp redi basdam. en if dei nomo meigim miselp redi, wal ai garra panishim olabat."" lagijat na god bin tok.","Let the priests also, who come near to Yahweh, sanctify themselves, lest Yahweh break out on them."""
"god im wandim yumob blanga jidan brabli gudwei en nomo silipsilipbat nogudbalawei garram enibodi,","For this is the will of God: your sanctification, that you abstain from sexual immorality,"
yubin shudum mi garram yu erro en meigim mi leimwan. yubin kilim mi en meigim mi buldan langa graun.,"For your arrows have pierced me, your hand presses hard on me."
"""melabat kaan gibit melabat doda blanga merrit langa detlot streinja pipul langa dijan kantri en melabat kaan gajim olabat blanga merrit melabat san.","and that we would not give our daughters to the peoples of the land, nor take their daughters for our sons;"
"mi en jeims en jon bin luk det brabliwan pawa blanga jisas garram melabat ronwan ai, dumaji wen god det dedi blanga im bin jingat langa im deya ontop langa det seikridwan hil, melabat bin deya garram im du, en melabat bin luk det brabli shainiwan lait, en melabat bin irrim god bin jingat langa im brom hebin thru langa det lait. imbin tok, ""dijan na main ronwan san, en mi laigim im brabliwei, en mi brabli gudbinji langa im du."" deya na god det dedi blanga im bin meigim im jidan brabli shainiwan, en imbin meigim im haibala, en trubala melabat bin luk im lagijat garram melabat ronwan ai.","For he received from God the Father honor and glory when the voice came to him from the Majestic Glory, ""This is my beloved Son, in whom I am well pleased."""
"detlot silibala pipul en detlot pipul hu oldei mokimbat enibodi, dei garra gedim gud haiding.","Penalties are prepared for scoffers, and beatings for the backs of fools."
en imbin taiyimap main dubala fut en im wotjimbat mi na.',He puts my feet in the stocks. He marks all my paths.'
"wal yawei bin tok, ""ai garra gibit feyago langa main pipul olabat, bat ai nomo laigim pipul hu oldei stilimbat, en nomo tridimbat najalot pipul gudbalawei. ai garra meigim strongbala pramis langa main pipul blanga lukaftumbat olabat olagijawan.","""For I, Yahweh, love justice. I hate robbery and iniquity. I will give them their reward in truth and I will make an everlasting covenant with them."
"wal jisas bin dalim im, ""mi na det wei, dumaji mi det trubalawan weya gibit laif. en nobodi kaan go langa main dedi. oni detlot pipul hu sabi mi gin go langa main dedi."" lagijat na jisas bin tok langa tamas.","Jesus said to him, ""I am the way, the truth, and the life. No one comes to the Father, except through me."
"det kantri blanga manesa klen sangodansaid brom det jodan riba bin ran brom det kantri blanga esha klen raidap langa det taun gulum maikmatha sanraisaid brom det taun gulum shekam, en brom deya det boda bin go sauthwei langa det pleis gulum entapuwa weya sambala najalot pipul bin jidan,","The border of Manasseh was from Asher to Michmethath, which is before Shechem. The border went along to the right hand, to the inhabitants of En Tappuah."
"""wal mi prei langa yu blanga detlot wekinmen main na. ai nomo prei blanga ola pipul langa dijan wel. ai prei oni blanga detlot wekinmen weya yubin gibit mi, dumaji olabat na blanga yu.","I pray for them. I don't pray for the world, but for those whom you have given me, for they are yours."
"haf biginini blanga olabat bin tok det langgus brom eshdad o langgus brom naja kantri, en dei nomo bin tok melabat langgus.","and their children spoke half in the speech of Ashdod, and could not speak in the Jews' language, but according to the language of each people."
"mi sheiksheikbat nomo lilbit, dumaji yubin meigim mi wandim yu brabliwei, jis laik det hos en raida wen dei redi blanga fait.","Without realizing it, my desire set me with my royal people's chariots."
"detlot 7 einjul garram detlot sebenbala trabul bin kamat brom det serramoni pleis na. deibin ol werrimon brabli shainiwan waitwan klos, en deibin abum goldinwan belt langa olabat briskit.","The seven angels who had the seven plagues came out, clothed with pure, bright linen, and wearing golden sashes around their chests."
"ola boswan blanga ola kantri majurrumap miselp dumaji olabat holot na ola pipul blanga det god blanga eibrahem. im mowa strongbala langa ola ami, en im na brabli boswan blanga ebrijing.","The princes of the peoples are gathered together, the people of the God of Abraham. For the shields of the earth belong to God. He is greatly exalted!"
en abidan det san blanga gidiyanai bin boswan blanga det benjamin klen en detlot thribala klen garra bulurrum detlot kohath femili.,Abidan the son of Gideoni was over the army of the tribe of the children of Benjamin.
"wal ilaihu bin kipgon tok, ""wal aibin jidanbat iya en irrimbat langa yumob bin agaminbat gija en aibin weidabat na, dumaji yumob nomo bin shoum job im giltiwan.","""Behold, I waited for your words, and I listened for your reasoning, while you searched out what to say."
"""ai nomo laf langa main enamimob wen olabat abum loda trabul.","""If I have rejoiced at the destruction of him who hated me, or lifted up myself when evil found him."
en ol detlot wol blanga det serramoni pleis bin jidan seim. detlot wol weya bin jidan raidaran det serramoni pleis bin kadimat det seikridwan pleis brom ola najalot pleis.,"He measured it on the four sides. It had a wall around it, the length five hundred cubits, and the width five hundred cubits, to make a separation between that which was holy and that which was common."
"wal mosis bin oldei ringimap det seikridwan tent lilbit longwei brom olabat kemp. deibin gulum det tent seikridwan, dumaji yawei bin oldei jidanbat deya, en wen enibodi bin oldei wandi tok langa god, deibin oldei go langa det seikridwan tent,","Now Moses used to take the tent and pitch it outside the camp, far away from the camp, and he called it ""The Tent of Meeting."" Everyone who sought Yahweh went out to the Tent of Meeting, which was outside the camp."
"en wen det men bin oldei dalim im brom wujan klen, ebsalom bin oldei dalim im laiyawei, ""yu irrim mi na. det trabul weya yu abum nomo yu ronwan folt. yu weistimbat yu taim langa det king, dumaji im nomo garram eni taim blanga irrim yu wen yu askim im blanga album yu, en im nomo garram eni wekinmen blanga album yu du.","Absalom said to him, ""Behold, your matters are good and right; but there is no man deputized by the king to hear you."""
"en im oldei meigim ol detlot haibala king jidan sheimwan, en im oldei deigimwei olabat pawa.","He pours contempt on princes, and loosens the belt of the strong."
"afta na hegai bin askim olabat najawan kwestjan, ""maitbi sambodi bin meigim miselp nogud langa serramonisaid dumaji imbin tatjim dedbala bodi. wal if im go en tatjim eni daga, wanim garra hepin langa det daga? im meigim det daga nogudwan du?"" wal detlot serramonimen bin tok, ""yuwai. im meigim det daga nogud, dumaji nogudwan ting meigim gudwan ting jidan nogudwan du.""","Then Haggai said, ""If one who is unclean by reason of a dead body touches any of these, will it be unclean?"" The priests answered, ""It will be unclean."""
"wi sabi tharran, dumaji langa oltestaman god bin tok, ""ai garra binijimap ola bigwan wed blanga ol detlot pipul hu reken miselp, en ai garra tjakidawei ola stori blanga ol detlot pipul hu reken dei sabi ebrijing.""","For it is written, ""I will destroy the wisdom of the wise. I will bring the discernment of the discerning to nothing."""
"yumob bin oldei bulurrum ola nogudbalawei blanga dijan wel, en yumob bin oldei lisin langa det boswan dibuldibul hu jidan iya langa dijan wel en oldei wek garram detlot pipul hu nomo lisin langa god.","in which you once walked according to the course of this world, according to the prince of the power of the air, the spirit who now works in the children of disobedience."
ola nogudbala pipul meigim trabul en dumbat nogudbala ting ebriweya langa det taun. ola roud jidan garram ola nogudbala pipul hu gibitbat adtaim en dalimbat laiya.,Destructive forces are within her. Threats and lies don't depart from her streets.
"olabat bin stap, en olabat bin go, en deibin oldei duwit wanim yawei bin oldei dalim langa mosis blanga dum.","At the commandment of Yahweh they encamped, and at the commandment of Yahweh they traveled. They kept Yahweh's command, at the commandment of Yahweh by Moses."
"nomeda yu oldei kain langa ola nogudbala pipul, olabat nomo sabi dum gudbala ting raitwei. olabat kipgon dumbat rong ting en nomo teiknodis langa yu. dei nomo sabi yu brabli haibala.","Let favor be shown to the wicked, yet he will not learn righteousness. In the land of uprightness he will deal wrongfully, and will not see Yahweh's majesty."
"det gudbala wed im gibit wi laif, bat det nogudwan wed im meigim wi fil nogud insaid.","A gentle tongue is a tree of life, but deceit in it crushes the spirit."
"wal det sneik bin dalim det wuman, ""god im laiya. yunbala kaan dai.","The serpent said to the woman, ""You won't really die,"
"ai garra kipgon trastimbat langa yawei na, nomeda im nomo bin gudbinji langa detlot isreil pipul.","I will wait for Yahweh, who hides his face from the house of Jacob, and I will look for him."
"detlot juda pipul garra fait blanga jerusalem en dei garra bidim olabat enami en dei garra deigidawei loda gol, silba en klos brom olabat blanga olabat selp.","Judah also will fight at Jerusalem; and the wealth of all the surrounding nations will be gathered together: gold, silver, and clothing, in great abundance."
"wal bigmob pipul bin jidanbat langa ebri kantri na, en ola pipul bin abumbat bigismob biginini.","When men began to multiply on the surface of the ground, and daughters were born to them,"
"en im garra jandim olkainaba siknis en detlot siknis garra spredat ebriweya langa yumob, en yumob garra binij. nobodi nomo bin raidimdan detlot siknis bifo langa dijan buk blanga god lowa.","Also every sickness and every plague which is not written in the book of this law, Yahweh will bring them on you until you are destroyed."
"det speshalwan mesinja im tok, ""wal jerusalem bin abum detmatj pipul basdam, bat tudei im nomo garram enijing na, najing. wantaim imbin brabli haibala langa dijan wel, bat tudei na im jidan jis laiga wido olgamen. en det taun bin jidan brabli gudwan taun, bat tudei im oldei jidan jis laiga prisana na.","How the city sits solitary, that was full of people! She has become as a widow, who was great among the nations! She who was a princess among the provinces has become a slave!"
"wal yawei bin tok, ""jeramaiya, yu garra go langa detlot taun blanga juda, en langa detlot strit blanga jerusalem. yu garra dalim main mesij deya na, en yu garra dalim olabat blanga lisin langa detlot lowa blanga det speshalwan pramis en olabat garra teiknodis en duwit.","Yahweh said to me, ""Proclaim all these words in the cities of Judah, and in the streets of Jerusalem, saying, 'Hear the words of this covenant, and do them."
"""'wal yawei garra panishim enibodi hu lidimbat sambodi hu jidan blainwan langa det rong roud.' ""en ola pipul garra tok, 'yuwai! trubala dijan im tok!'","'Cursed is he who leads the blind astray on the road.' All the people shall say, 'Amen.'"
"bambai na wen deibin kemp deya blanga thribala yiya detlot asiriya soljamob bin bidim olabat. det king blanga asiriya bin deigimwei ola isreil pipul prisana langa asiriya na. sambala bin jidan langa det taun gulum heila en sambala bin jidan gulijap langa det riba gulum heiba deya langa det pleis gulum gasa, en sambala bin jidan langa detlot taun langa midiya. dijan bin hepin langa det namba 6 yiya wen hesakaiya bin jidan king blanga juda en det namba 9 yiya wen hosheiya bin jidan king blanga isreil.","At the end of three years they took it. In the sixth year of Hezekiah, which was the ninth year of Hoshea king of Israel, Samaria was taken."
"bat god oldei luk insaid langa wi filing, en im sabi wanim det holi spirit oldei jinggabat wen im prei blanga wi, dumaji det holi spirit oldei prei hau god wandim im blanga prei blanga wi.","He who searches the hearts knows what is on the Spirit's mind, because he makes intercession for the saints according to God."
"en deibin bidim ola king blanga ol detlot kantri, dumaji yawei det trubala god blanga ola isreil pipul bin album olabat.","Joshua took all these kings and their land at one time because Yahweh, the God of Israel, fought for Israel."
"""main frenmob, ai askim yumob na blanga jidan sori langa mi, dumaji god bin meigim mi im enami na.","""Have pity on me. Have pity on me, you my friends, for the hand of God has touched me."
"ailibala na det wekinmen blanga ilaisha bin gidap en imbin kamat brom det haus en imbin luk ola siriya solja garram ola hosis en bagi blanga olabat raidaran langa det taun en imbin gobek langa ilaisha en imbin tok, ""wanim yunmi garra dum? dei garra kilim yunmi.""","When the servant of the man of God had risen early and gone out, behold, an army with horses and chariots was around the city. His servant said to him, ""Alas, my master! What shall we do?"""
"yumob kaan dagat eni daga weya deibin yusum langa eni serramoni, en yumob kaan dringgim eni blad, en yumob kaan dagat eni enimul weya deibin jugum, en yumob kaan silip nogudbalawei garram enibodi. en if yumob lukaftum miselp en bulurrum det fobala lowa, wal yumob jidan gudbalawei. wal gudbai na."" lagijat na det leda bin tok.","that you abstain from things sacrificed to idols, from blood, from things strangled, and from sexual immorality, from which if you keep yourselves, it will be well with you. Farewell."""
"en dubala bin tjakam miselp langa graun, dumaji det men bin sabi na det einjul bin det seimwan einjul blanga yawei, en dubala nomo bin luk det einjul igin.",But Yahweh's angel didn't appear to Manoah or to his wife any more. Then Manoah knew that he was Yahweh's angel.
"en yu garra tok, 'det god neim yawei bin jandim mi. im na det god blanga yumob grengrenfathamob, eibrahem, aisik en jeikob. im na bin jandim mi.' lagijat na yu garra dalim olabat, dumaji tharran na main neim olagijawan. en brom tudei na ola pipul garra gulum mi det neim na.","God said moreover to Moses, ""You shall tell the children of Israel this, 'Yahweh, the God of your fathers, the God of Abraham, the God of Isaac, and the God of Jacob, has sent me to you.' This is my name forever, and this is my memorial to all generations."
"""wal yumob irrim mi na, dumaji ai garra dalim yumob det mining blanga det stori blanga detlot sid.","""Hear, then, the parable of the farmer."
"wal king heiseiyel brom siriya bin gibit adtaim langa ola isreil pipul wen jehoyahas bin jidan king,",Hazael king of Syria oppressed Israel all the days of Jehoahaz.
"ola king en ola pipul brom detlot najalot kantri garra luk det lait, en olabat garra kaman langa yumob.""","Nations will come to your light, and kings to the brightness of your rising."
king salaman bin dumbat ola nogudbala ting wen imbin tenawei brom yawei en im nomo bin jidan trubala langa im wulijim im dedi deibid bin jidan.,"Solomon did that which was evil in Yahweh's sight, and didn't go fully after Yahweh, as David his father did."
"mi nomo gilti, bat ai nomo wori wanim garra hepin langa mi enimo.",I am blameless. I don't respect myself. I despise my life.
en wan men neim aira brom det taun gulum jaiyiya bin jidan serramonimen blanga king deibid du.,and Ira the Jairite was chief minister to David.
"imbin teikoba det taun gulum heimath soba,","Solomon went to Hamath Zobah, and prevailed against it."
"detlot boswan bin meigim jeisan en detlot najalot bilibamob peiyim olabat mani blanga meigim miselp fri, en afta deibin larramgo olabat.","When they had taken security from Jason and the rest, they let them go."
"mi jinggabat detlot lowa blanga yu brom longtaim, en dei meigim mi brabli gudbinji.","I remember your ordinances of old, Yahweh, and have comforted myself."
"ol yumob pipul brom jerusalem, yumob gidap na brom yumob rabishwan haus. jingat adbala en sing langa yawei neim. yawei bin meigim im pipul olabat brabli gudbinji na. im kaminap blanga seibum im pipul olabat.","Break out into joy! Sing together, you waste places of Jerusalem; for Yahweh has comforted his people. He has redeemed Jerusalem."
